,term,tfidf,counts,month_yr,term_positive,tfidf_positive,counts_positive,term_neutral,tfidf_neutral,counts_neutral,term_negative,tfidf_negative,counts_negative
14,thanks kh,0.00711960277157003,34,12-2018,customer relations,0.009682514031107715,15,alternativefinanceprocurement publicprivatepartnership,0.0033127240034775346,26,sorry negative,0.006933771441022538,5
15,sorry hear,0.006848750798454015,33,12-2018,great day,0.00956359373514275,15,onpoli topoli tocouncil,0.0031710797276090874,25,sorry negative experience,0.006933771441022538,5
16,st catharines,0.005901039167670036,33,12-2018,free pm,0.008984278116018669,16,topoli tocouncil,0.0031710797276090874,25,ceo piker phil,0.005199252550193505,5
17,ontario auditor,0.005729051307131537,39,12-2018,us know,0.008489754351784085,19,afp alternativefinanceprocurement publicprivatepartnership,0.003053302764926373,24,piker phil verster,0.005199252550193505,5
18,letting us know,0.0049912319988815665,33,12-2018,letting us,0.006443298727617957,16,afp alternativefinanceprocurement,0.003053302764926373,24,piker phil,0.005199252550193505,5
19,ontario auditor general,0.004693990013058361,34,12-2018,letting us know,0.006443298727617957,16,tocouncil dougford pcpo,0.002950958166005592,23,ceo piker,0.005199252550193505,5
0,union station,0.02003924039891346,95,11-2018,good morning,0.03912374060065207,47,union station,0.02053960510839132,62,customer service,0.029406731455115295,16
1,good morning,0.015516764100022576,75,11-2018,thanks kh,0.021596102715137615,30,lakeshore east,0.013536587708436354,44,union station,0.017433544818424088,9
2,lakeshore east,0.01095721971373381,54,11-2018,union station,0.01968246770470344,24,phil verster,0.00888887945780404,33,york university,0.014194484274788002,8
3,phil verster,0.010190965299076342,47,11-2018,would like,0.018243103299368492,41,good morning,0.008727251539343929,26,negative experience,0.012048192771084338,6
4,thanks kh,0.009814984800053822,53,11-2018,great day,0.012955633823032393,16,us know,0.008465402885463418,26,presto card,0.011575422191719986,6
5,customer service,0.00948010955121366,47,11-2018,us know,0.01105368468746013,30,sorry hear,0.007833500871323337,26,sorry delay,0.011508916570710882,6
6,service guarantee,0.008353172727171712,46,11-2018,sorry hear,0.010768129046829812,19,service guarantee,0.007325859335127879,26,phil verster,0.010040160642570281,5
7,sorry hear,0.008350460734702933,50,11-2018,comment form,0.010297170471153496,18,thanks kh,0.007118769355340303,23,keele campus,0.009777823706044091,6
8,would like,0.007846202418502495,51,11-2018,letting us,0.009896595350752683,28,york university,0.006675663891606535,20,travel time,0.009472351532543326,5
9,us know,0.007189529433945362,57,11-2018,letting us know,0.009896595350752683,28,minutes late,0.0066454434312759,22,weather conditions,0.004956694372135765,6
10,york university,0.006722877426162291,31,11-2018,customer relations,0.009407843660886926,26,hi sorry,0.0065617873366532135,24,patience cooperation kh,0.003034966502313609,5
11,customer relations,0.006603646771599925,42,11-2018,provide us,0.007817380621562429,21,rush hour,0.006319534088826965,20,poor weather,0.003034966502313609,5
12,presto card,0.006309902929999292,30,11-2018,please provide,0.006862746893596011,19,onpoli topoli,0.0055999090497163735,21,poor weather conditions,0.003034966502313609,5
13,rush hour,0.005953596630073153,30,11-2018,address concerns,0.006345281604557228,22,lakeshore west,0.0055941111721578216,18,due heavy,0.003034966502313609,5
14,letting us,0.005147609816110134,45,11-2018,like investigate,0.006336385595645391,20,via link,0.0055573473560683135,22,patience cooperation,0.003034966502313609,5
15,via link,0.005033354200351974,33,11-2018,follow address concerns,0.006034101315235006,21,town hall,0.0048900578873148715,18,traffic poor,0.003034966502313609,5
16,hi sorry,0.004990283523825729,30,11-2018,follow address,0.006034101315235006,21,ceo phil,0.004192350917241121,18,traffic poor weather,0.003034966502313609,5
17,letting us know,0.00494632689353222,44,11-2018,would like investigate,0.0059603777790221985,19,rt bconnolly,0.003980220659256606,21,unfortunately delayed,0.003034966502313609,5
18,please provide,0.004857351561416403,36,11-2018,please provide us,0.005221255634848384,17,bconnolly onpoli,0.0037651930977990462,20,unfortunately delayed approximately,0.003034966502313609,5
19,provide us,0.004485731959792594,36,11-2018,relations representative,0.004730176944626048,16,rt bconnolly onpoli,0.0037651930977990462,20,heavy traffic poor,0.003034966502313609,5
0,union station,0.022723997867479393,108,10-2018,good morning,0.02778013438687925,35,union station,0.02484525982647948,74,lakeshore west,0.0317795991327697,19
1,good morning,0.014214831580870791,65,10-2018,great day,0.020041562960106153,26,lakeshore west,0.011427651406557613,33,union station,0.02470622834239944,14
2,lakeshore west,0.013354405210685743,59,10-2018,union station,0.015449171761277304,20,good morning,0.010840723704544968,30,presto card,0.01153436756710551,6
3,rush hour,0.009316412356221658,43,10-2018,customer service,0.015149741300150791,18,rush hour,0.01043390668785683,30,milton line,0.011499864450839418,6
4,presto card,0.008987153410334394,43,10-2018,would like,0.013499866723611899,28,presto card,0.009042744871643561,27,negative experience,0.011141166254483434,9
5,customer service,0.008366626037925947,39,10-2018,us know,0.011804166304446298,30,service guarantee,0.008486086553729665,29,richmond hill,0.010953023615200019,7
6,us know,0.008266133921575472,59,10-2018,letting us,0.011763308352997213,29,mimico station,0.008357988966281902,23,every day,0.010660980810234541,5
7,sorry hear,0.007889771498044157,36,10-2018,comment form,0.011613779286263174,18,sorry hear,0.008102326074085406,23,barrie line,0.010159849544286765,5
8,service guarantee,0.007804790538068888,41,10-2018,please provide,0.010698395765163812,24,please nf,0.00781540751767771,21,rush hour,0.01005830472815266,5
9,via link,0.006491607533326122,45,10-2018,letting us know,0.010077563033274638,27,us know,0.00633048071463034,29,last week,0.01005830472815266,5
10,mimico station,0.006478800119909892,28,10-2018,customer relations,0.00911069924354675,26,lakeshore east,0.00632675846669148,18,west line,0.009924654320924507,8
11,letting us,0.0064670985935719166,49,10-2018,provide us,0.007931179671400956,20,agency government,0.005512286556137487,19,lakeshore west line,0.009924654320924507,8
12,would like,0.006200492789036385,40,10-2018,thanks letting,0.006630707692657579,18,let us,0.005054733950046647,17,get union,0.009056042196257108,5
13,letting us know,0.005609468536502054,45,10-2018,please provide us,0.006219569841092014,18,via link,0.004969801208232852,22,really need,0.007950707594958695,4
14,customer relations,0.005207166546303468,36,10-2018,relations representative,0.00600220818471079,21,government ontario,0.004833159966955091,17,sorry negative,0.007193157653613027,7
15,comment form,0.004113102722263631,27,10-2018,relations representative follow,0.00600220818471079,21,hi sorry,0.004424204925602691,17,sorry negative experience,0.007193157653613027,7
16,negative experience,0.00396533740430341,30,10-2018,representative follow,0.00600220818471079,21,letting us know,0.003966420708190805,18,line oakville,0.006663028208594338,4
17,provide us,0.0036491504705541923,27,10-2018,customer relations representative,0.00600220818471079,21,letting us,0.003966420708190805,18,via link,0.006398243835232706,6
18,please provide,0.0035712413152285973,28,10-2018,representative follow address,0.005134356305877242,18,negative experience,0.003838280048667093,19,la gare,0.006396588486140725,6
19,sorry negative experience,0.0033611051631423534,26,10-2018,follow address,0.005134356305877242,18,sorry negative,0.0033627599461083122,17,negative experience morning,0.004378245920965321,4
0,lakeshore west,0.01688235855758093,96,9-2018,good morning,0.0363591876142119,62,lakeshore west,0.02057630281626171,75,customer service,0.018867924528301886,10
1,good morning,0.016106555735121725,90,9-2018,great day,0.021529231589808923,46,union station,0.01780724261901592,66,union station,0.012654918455068956,7
2,lakeshore east,0.016077673761812027,89,9-2018,customer service,0.018501503446526745,23,lakeshore east,0.017627282849607396,64,late work,0.011837372606076644,7
3,union station,0.014883519599975439,85,9-2018,lakeshore east,0.014269458026884289,19,rush hour,0.013959404001116312,52,lakeshore east,0.011320754716981131,6
4,rush hour,0.012430330213079528,70,9-2018,us know,0.012021171268750488,34,onpoli topoli,0.010146655225415226,89,gon na,0.011320754716981131,6
5,customer service,0.010392516828802753,57,9-2018,day ds,0.011293829034883391,26,rt bconnolly,0.007556447346570488,85,minutes late,0.011284743891334282,7
6,onpoli topoli,0.008524859767256634,101,9-2018,letting us,0.011144238151771705,32,scarborough scarbto,0.0069149273822750506,80,port credit,0.009433962264150943,5
7,great day,0.007529292188637529,47,9-2018,letting us know,0.011144238151771705,32,eglintoncrosstown finchwest,0.006388628929459791,75,presto card,0.009433962264150943,5
8,us know,0.007180036941958001,62,9-2018,lakeshore west,0.011055564082166418,17,scarborough scarbto subway,0.005850781576356828,68,rush hour,0.008675624134906468,5
9,rt bconnolly,0.006751635099444542,96,9-2018,great day ds,0.010560271595590977,25,scarbto subway,0.005850781576356828,68,sorry delay,0.007547169811320755,4
10,scarborough scarbto,0.006225298320559766,91,9-2018,hope helps,0.010439346816315379,16,handsoffttc scarborough scarbto,0.005264688882297966,62,sorry inconvenience,0.007547169811320755,4
11,letting us know,0.005734619828303484,53,9-2018,would like,0.00930932419480414,20,handsoffttc scarborough,0.005264688882297966,62,rt bconnolly,0.00481039722329112,7
12,letting us,0.005734619828303484,53,9-2018,please nf,0.008448549410211234,13,finchwest lrt,0.004857679518355975,53,onpoli topoli,0.00481039722329112,7
13,eglintoncrosstown finchwest,0.005457914357436091,80,9-2018,day nf,0.008034671456054068,14,eglintoncrosstown finchwest lrt,0.004857679518355975,53,scarborough scarbto,0.00481039722329112,7
14,scarborough scarbto subway,0.005048823473504155,74,9-2018,thank letting,0.006719665057270314,19,rt bconnolly onpoli,0.004127922112737152,47,privatization failure,0.003670204050419134,5
15,scarbto subway,0.005048823473504155,74,9-2018,thank letting us,0.006719665057270314,19,bconnolly onpoli,0.004127922112737152,47,handsoffttc scarborough scarbto,0.0036254998725094526,5
16,handsoffttc scarborough scarbto,0.004629497333749936,68,9-2018,customer relations,0.006227288670009738,15,bconnolly onpoli topoli,0.003964481510887915,45,handsoffttc scarborough,0.0036254998725094526,5
17,handsoffttc scarborough,0.004629497333749936,68,9-2018,customer relations representative,0.004710899124248249,13,presto upexpress,0.00389406069621105,42,scarbto subway,0.0034952752208765835,5
18,finchwest lrt,0.003999725916424976,56,9-2018,relations representative,0.004710899124248249,13,upexpress eglintoncrosstown,0.0038036991207835032,42,scarborough scarbto subway,0.0034952752208765835,5
19,eglintoncrosstown finchwest lrt,0.003999725916424976,56,9-2018,representative follow address,0.004710899124248249,13,presto upexpress eglintoncrosstown,0.003722603466404293,41,subway presto,0.0028579621647462387,4
0,union station,0.021441796195730663,86,8-2018,good morning,0.034484396524360694,39,union station,0.02362536284907198,61,lakeshore west,0.024483786186044625,11
1,good morning,0.01497563075941064,60,8-2018,great day,0.018915026369237857,29,lakeshore west,0.011357736210991438,29,sorry inconvenience,0.022556390977443608,9
2,presto card,0.011623666091618514,46,8-2018,customer service,0.016658116288812065,17,presto card,0.010944466963923793,29,union station,0.021129672504918623,10
3,lakeshore west,0.011240533471866767,46,8-2018,union station,0.01598898410932096,15,onpoli topoli,0.009507098612708093,31,quiet zone,0.017543859649122806,7
4,us know,0.010743743687838966,43,8-2018,presto card,0.012343626462729206,11,government ontario,0.008031627623117838,52,long branch,0.015752218807917467,9
5,service guarantee,0.009103078982597055,35,8-2018,us know,0.009987666792577368,18,rt bconnolly,0.007796486154472265,26,pass rev,0.015037593984962405,7
6,onpoli topoli,0.008505393701019175,32,8-2018,please provide,0.009220178738690486,10,agency government,0.006514136300870033,48,extra trains,0.012531328320802004,6
7,customer service,0.00822914932910996,34,8-2018,would like,0.008833877551360739,11,agency government ontario,0.006514136300870033,48,lrt line,0.009425337603449723,11
8,lakeshore east,0.008079595056044319,31,8-2018,pearson express,0.00805523590333717,7,goal create,0.004354490155311402,38,block lawsuit,0.00913733324067452,12
9,long branch,0.006944879074313301,38,8-2018,looking forward,0.007817287869516158,7,ontario goal create,0.004164980727650736,37,eglinton crosstown,0.00817775637485218,11
10,great day,0.00682937819766934,29,8-2018,day nf,0.007251867717644382,11,ontario goal,0.004164980727650736,37,eglinton crosstown lrt,0.00817775637485218,11
11,government ontario,0.0059797209400109476,53,8-2018,please nf,0.00723083887207759,8,create network,0.004164980727650736,37,crosstown lrt,0.00817775637485218,11
12,agency government ontario,0.004980910908730002,49,8-2018,letting us know,0.006768238229317565,15,government ontario goal,0.004164980727650736,37,asks court block,0.008043875142798172,11
13,agency government,0.004980910908730002,49,8-2018,letting us,0.006768238229317565,15,goal create network,0.004164980727650736,37,court block lawsuit,0.008043875142798172,11
14,goal create,0.0035716047576247172,39,8-2018,great day nf,0.006201594441727701,10,network enhances prosperity,0.0029532422295270692,27,court block,0.008043875142798172,11
15,government ontario goal,0.0034487956464707703,38,8-2018,customer relations,0.005745634791894516,8,create network enhances,0.0029532422295270692,27,asks court,0.008043875142798172,11
16,ontario goal,0.0034487956464707703,38,8-2018,great day ds,0.0056382020104301525,10,enhances prosperity sustainability,0.0029532422295270692,27,crosstown lrt line,0.007052663472038944,10
17,ontario goal create,0.0034487956464707703,38,8-2018,day ds,0.0056382020104301525,10,prosperity sustainability,0.0029532422295270692,27,lawsuit eglinton,0.007052663472038944,10
18,goal create network,0.0034487956464707703,38,8-2018,thank letting,0.005405738737561495,12,enhances prosperity,0.0029532422295270692,27,lawsuit eglinton crosstown,0.007052663472038944,10
19,create network,0.0034487956464707703,38,8-2018,thank letting us,0.005405738737561495,12,network enhances,0.0029532422295270692,27,block lawsuit eglinton,0.007052663472038944,10
0,eglinton crosstown,0.015239477503628448,21,7-2018,kind words,0.02409638554216868,10,robert prichard,0.0196319018404908,16,rob prichard,0.022876318255242056,5
1,union station,0.015066631147270011,25,7-2018,good luck,0.023333094716613895,10,eglinton crosstown,0.01736688794791682,18,union station,0.02268005413108138,5
2,robert prichard,0.012336719883889695,17,7-2018,best luck,0.016867469879518072,7,union station,0.016918839732515133,16,customer service,0.02027027027027027,3
3,rob prichard,0.009433962264150943,13,7-2018,congrats matt,0.016217347485584354,7,crosstown lrt,0.010802568613371791,12,eglinton crosstown,0.02027027027027027,3
4,agency government ontario,0.0060506365512548975,28,7-2018,great day,0.014457831325301205,6,government ontario,0.009575633899006442,26,lakeshore west,0.01840806027054479,3
5,agency government,0.0060506365512548975,28,7-2018,annual special,0.00666191104210561,9,agency government ontario,0.009575633899006442,26,pass rev,0.016019364040024086,4
6,government ontario,0.0060506365512548975,28,7-2018,women symposium,0.00666191104210561,9,agency government,0.009575633899006442,26,lakeshore east,0.014244686333728742,3
7,goal create,0.005041643692271919,25,7-2018,symposium august,0.005068523736278139,8,goal create,0.007886891995764133,23,quiet zone,0.013513513513513514,3
8,government ontario goal,0.005041643692271919,25,7-2018,st annual special,0.005068523736278139,8,government ontario goal,0.007886891995764133,23,prestocard femwriter,0.013513513513513514,2
9,ontario goal,0.005041643692271919,25,7-2018,st annual,0.005068523736278139,8,ontario goal,0.007886891995764133,23,accessible blind,0.013513513513513514,3
10,ontario goal create,0.005041643692271919,25,7-2018,special constable women,0.005068523736278139,8,ontario goal create,0.007886891995764133,23,chair board,0.012845686257677635,3
11,goal create network,0.004604751717424277,23,7-2018,special constable,0.005068523736278139,8,create network,0.007157745287175619,21,station communication,0.011789353158866823,2
12,create network,0.004604751717424277,23,7-2018,women symposium august,0.005068523736278139,8,goal create network,0.007157745287175619,21,phil verster,0.011676592978519515,2
13,canadasgreenest eluta,0.0037192757747062885,14,7-2018,annual special constable,0.005068523736278139,8,canadasgreenest eluta,0.006190762039410755,14,presto machines,0.011534505278287484,2
14,enhances prosperity,0.003107405192217075,16,7-2018,constable women symposium,0.005068523736278139,8,enhances prosperity,0.004634398548390569,14,failure rate,0.011534505278287484,3
15,enhances prosperity sustainability,0.003107405192217075,16,7-2018,constable women,0.005068523736278139,8,enhances prosperity sustainability,0.004634398548390569,14,get worse,0.010046014333388704,2
16,create network enhances,0.003107405192217075,16,7-2018,host st annual,0.004444862376788295,7,create network enhances,0.004634398548390569,14,rob prichard stepped,0.008343100390131409,2
17,network enhances,0.003107405192217075,16,7-2018,collaborated host st,0.004444862376788295,7,network enhances,0.004634398548390569,14,marie aikins,0.007954431410547849,2
18,network enhances prosperity,0.003107405192217075,16,7-2018,collaborated host,0.004444862376788295,7,network enhances prosperity,0.004634398548390569,14,lakeshore east line,0.007954431410547849,2
19,prosperity sustainability,0.003107405192217075,16,7-2018,host st,0.004444862376788295,7,prosperity sustainability,0.004634398548390569,14,may even,0.006756756756756757,2
0,agency government,0.015024476843939158,41,6-2018,great day,0.02105263157894737,8,agency government,0.022425207592163272,34,human traffic,0.052496353118420824,8
1,union station,0.01448109412711182,20,6-2018,union station,0.013157894736842105,7,smarttrack stations,0.017083438532905663,17,union station,0.044239954067282795,5
2,board member,0.011225312671547713,24,6-2018,government ontario,0.006915176939961019,8,online town,0.01360096241820512,14,board member,0.03253686472138142,6
3,government ontario,0.0097497560583381,34,6-2018,create network,0.004389914971377561,7,government ontario,0.012684759445265467,26,gas plant,0.019801980198019802,2
4,agency government ontario,0.009001981431311559,33,6-2018,create network enhances,0.004389914971377561,7,agency government ontario,0.012684759445265467,26,delays morning,0.015617329397917087,2
5,member described,0.007900191371821252,19,6-2018,prosperity sustainability,0.004389914971377561,7,board member,0.010673015245133451,16,human traffic mafia,0.01391880718854896,2
6,described hydrogen,0.00779003000285391,19,6-2018,ontario goal create,0.004389914971377561,7,plan madness,0.008258032458227853,14,described hydrogen plan,0.01389956571249987,4
7,plan madness,0.00779003000285391,19,6-2018,ontario goal,0.004389914971377561,7,board member described,0.008258032458227853,14,described hydrogen,0.01389956571249987,4
8,goal create,0.005525589248750909,25,6-2018,network enhances prosperity,0.004389914971377561,7,member described hydrogen,0.008258032458227853,14,hydrogen plan madness,0.01389956571249987,4
9,ontario goal,0.005525589248750909,25,6-2018,network enhances,0.004389914971377561,7,member described,0.008258032458227853,14,plan madness,0.01389956571249987,4
10,ontario goal create,0.005525589248750909,25,6-2018,agency government,0.004389914971377561,7,government ontario goal,0.007028993953469445,18,hydrogen plan,0.01389956571249987,4
11,government ontario goal,0.005525589248750909,25,6-2018,agency government ontario,0.004389914971377561,7,goal create,0.007028993953469445,18,east line,0.012717396538377956,2
12,goal create network,0.004979216919281555,23,6-2018,government ontario goal,0.004389914971377561,7,ontario goal,0.007028993953469445,18,lakeshore east line,0.012717396538377956,2
13,create network,0.004979216919281555,23,6-2018,goal create network,0.004389914971377561,7,ontario goal create,0.007028993953469445,18,condo boom,0.011451580998134224,2
14,create network enhances,0.004501034151449262,21,6-2018,goal create,0.004389914971377561,7,goal create network,0.006139128070965728,16,board member described,0.010347023972114124,3
15,enhances prosperity,0.004501034151449262,21,6-2018,enhances prosperity sustainability,0.004389914971377561,7,create network,0.006139128070965728,16,member described,0.010347023972114124,3
16,enhances prosperity sustainability,0.004501034151449262,21,6-2018,enhances prosperity,0.004389914971377561,7,network enhances,0.005357023500662468,14,member described hydrogen,0.010347023972114124,3
17,network enhances,0.004501034151449262,21,6-2018,third party,0.003811204292038896,6,network enhances prosperity,0.005357023500662468,14,even worse,0.009900990099009901,2
18,network enhances prosperity,0.004501034151449262,21,6-2018,third party projects,0.003811204292038896,6,create network enhances,0.005357023500662468,14,one tap behind,0.0070010572394707685,2
19,prosperity sustainability,0.004501034151449262,21,6-2018,manager third party,0.003811204292038896,6,prosperity sustainability,0.005357023500662468,14,tap behind,0.0070010572394707685,2
0,union station,0.014636370056974041,21,5-2018,relief line,0.017020014565168447,7,union station,0.01947308132875143,18,kathleen wynne,0.03290614834942997,5
1,kathleen wynne,0.012214000117296299,17,5-2018,topoli onpoli,0.015015015015015015,5,finch west,0.016036655211912942,16,kathryn mcgarry,0.01680672268907563,2
2,finch west,0.011320754716981133,18,5-2018,council voted,0.012012012012012012,4,onpoli topoli,0.013950815017297587,29,days election,0.01680672268907563,2
3,onpoli topoli,0.011194600070509493,32,5-2018,presto card,0.012012012012012012,5,rt bconnolly,0.01227659998537341,36,doug ford,0.014799352029823309,2
4,rt bconnolly,0.008275411281073832,36,5-2018,eglinton crosstown,0.012012012012012012,4,rt bconnolly onpoli,0.010499644577533477,31,express service,0.012605042016806723,2
5,bconnolly onpoli,0.007052257835586533,31,5-2018,anne marie,0.009009009009009009,3,bconnolly onpoli,0.010499644577533477,31,sexual harassment network,0.009703365868733205,2
6,rt bconnolly onpoli,0.007052257835586533,31,5-2018,join us,0.00834855728975065,5,mississauga brampton,0.0091553419139654,26,harassment network,0.009703365868733205,2
7,mississauga brampton,0.0061775353806644995,26,5-2018,local public,0.008241627583985962,3,hamilton mississauga,0.009063106302231646,26,sexual harassment,0.009703365868733205,2
8,hamilton mississauga,0.006059823896176097,26,5-2018,fare integration,0.00813001025013009,4,eglintoncrosstown finchwest,0.008549925539297034,27,del duca,0.00970017123265971,3
9,eglintoncrosstown finchwest,0.0057556593027540855,27,5-2018,leslie woo,0.00813001025013009,4,brampton waterloo,0.008399677655922864,26,pearson airport,0.009053363606635511,2
10,brampton waterloo,0.005679514543937543,26,5-2018,ceo phil verster,0.0063420074744989716,4,mississauga brampton waterloo,0.007754659290708363,24,union station,0.009053363606635511,2
11,mississauga brampton waterloo,0.005249292557111822,24,5-2018,annual safety,0.0063420074744989716,4,eglintoncrosstown finchwest lrt,0.007551943805163563,24,union station pearson,0.009053363606635511,2
12,eglintoncrosstown finchwest lrt,0.005057131514791948,24,5-2018,phil verster,0.0063420074744989716,4,finchwest lrt,0.007551943805163563,24,cmo mark,0.008403361344537815,2
13,finchwest lrt,0.005057131514791948,24,5-2018,ceo phil,0.0063420074744989716,4,bconnolly onpoli topoli,0.00701844498679288,22,apple pay,0.008403361344537815,2
14,bconnolly onpoli topoli,0.004692226296472569,22,5-2018,annual safety campaign,0.0063420074744989716,4,hamilton mississauga brampton,0.006003845083484251,18,report saying,0.006729134336917913,2
15,hamilton mississauga brampton,0.004026597562313915,18,5-2018,safety campaign,0.0063420074744989716,4,waterloo privatization,0.005945103741468727,20,riding despite,0.006729134336917913,2
16,brampton waterloo privatization,0.004023474303205815,20,5-2018,cpo leslie,0.0053469464837623115,3,brampton waterloo privatization,0.005945103741468727,20,despite report saying,0.006729134336917913,2
17,waterloo privatization,0.004023474303205815,20,5-2018,kerr street underpass,0.004587781940041195,3,lrt subways,0.005746665148263943,19,despite report,0.006729134336917913,2
18,lrt subways,0.0038573700328866168,19,5-2018,partnering kerr street,0.004587781940041195,3,finchwest lrt subways,0.005297767513192875,18,per day,0.0057259870208146565,2
19,finchwest lrt subways,0.0035614580318937637,18,5-2018,kerr street,0.004587781940041195,3,afp eglintoncrosstown,0.004894199933839536,15,per day run,0.0057259870208146565,2
0,canadasgreenest eluta,0.01729661799083725,57,4-2018,relief line,0.021621979299801704,12,canadasgreenest eluta,0.023976482134447398,55,union station,0.023668639053254437,4
1,phil verster,0.01644966841677807,36,4-2018,phil verster,0.015652916466198416,10,agency government,0.019299928313970604,34,customer service,0.023507767664305092,6
2,agency government,0.013832161202955868,35,4-2018,presto card,0.012578616352201259,6,phil verster,0.01682945332681589,25,kathleen wynne,0.016271624143636372,3
3,finch west,0.01192339844688619,32,4-2018,looks like,0.010482180293501049,5,finch west,0.01576151909257161,27,someone going,0.014541266436945872,3
4,presto card,0.011444921316165953,25,4-2018,safety security,0.010482180293501049,5,infrastructure ontario,0.010920787736466521,21,abusive cops,0.014228404294611752,5
5,union station,0.011126823079061363,25,4-2018,city staff,0.010482180293501049,5,onpoli topoli,0.007237836281703065,25,customer service poor,0.008795289117988707,3
6,relief line,0.010014306151645207,23,4-2018,greater airports,0.009868148388231756,5,green employers,0.006810952372667189,26,poor femwriter,0.008795289117988707,3
7,infrastructure ontario,0.007450729618772161,22,4-2018,love see,0.009450851930100087,5,via green,0.006810952372667189,26,service poor femwriter,0.008795289117988707,3
8,light rail,0.007408150422970949,21,4-2018,union station,0.009381110862852541,6,via green employers,0.006810952372667189,26,fire abusive,0.00866007175247779,4
9,onpoli topoli,0.007290597852857756,28,4-2018,look forward,0.009298462631761806,5,eluta via green,0.006810952372667189,26,chance fire,0.00866007175247779,4
10,green employers,0.005518740547414784,30,4-2018,mt pleasant,0.008385744234800839,5,eluta via,0.006810952372667189,26,court gives,0.00866007175247779,4
11,via green,0.005324058482339026,29,4-2018,south side,0.00817663148599416,6,canadasgreenest eluta via,0.006810952372667189,26,chance fire abusive,0.00866007175247779,4
12,via green employers,0.005324058482339026,29,4-2018,ceo phil,0.00582755830544239,5,presto afp,0.005296504254048395,22,fire abusive cops,0.00866007175247779,4
13,rt bconnolly,0.005082037101497178,23,4-2018,ceo phil verster,0.00582755830544239,5,rt bconnolly,0.005296504254048395,22,fatally struck,0.007938702878697478,3
14,eluta via green,0.004917873827835151,27,4-2018,parties design,0.004279332185155798,5,subway privatization,0.005296504254048395,22,fatally struck pedestrian,0.007938702878697478,3
15,eluta via,0.004917873827835151,27,4-2018,parties design build,0.004279332185155798,5,mississauga brampton,0.005243158107446499,18,freight fatally,0.007938702878697478,3
16,canadasgreenest eluta via,0.004917873827835151,27,4-2018,interested parties design,0.004279332185155798,5,hamilton mississauga,0.004774571712978403,20,freight fatally struck,0.007938702878697478,3
17,presto afp,0.004775823227522245,22,4-2018,interested parties,0.004279332185155798,5,presto afp byebyewynne,0.004752575243469118,20,pedestrian east,0.007938702878697478,3
18,subway privatization,0.004775823227522245,22,4-2018,design build,0.004279332185155798,5,afp byebyewynne,0.004752575243469118,20,court gives chance,0.006535401776675694,3
19,afp byebyewynne,0.00436385608519407,20,4-2018,build finance,0.004279332185155798,5,bconnolly onpoli topoli,0.00413308632700521,17,gives chance fire,0.006535401776675694,3
0,canadasgreenest eluta,0.0154141601549828,31,3-2018,design excellence,0.016460905349794244,8,union station,0.015555970034741243,22,years ridiculous,0.017045454545454544,3
1,union station,0.012816176318573382,27,3-2018,port credit,0.016224966173973246,10,canadasgreenest eluta,0.015115043519600564,27,fare integration,0.017045454545454544,3
2,topoli onpoli,0.012685985667333765,25,3-2018,phil verster,0.015266928236991592,8,topoli onpoli,0.01265822784810127,16,presto card,0.017045454545454544,3
3,phil verster,0.010592665813982206,30,3-2018,leslie woo,0.01447935388216965,8,new stations,0.01162466078749637,15,via torontostar,0.015381288529469019,3
4,fare integration,0.010488203834314935,24,3-2018,topoli onpoli,0.014450814218193789,8,fare integration,0.011265885327046882,16,little jamaica,0.015381288529469019,3
5,davenport diamond,0.010332966658698517,21,3-2018,davenport diamond,0.012552076321585798,8,kathleen wynne,0.011075949367088611,14,clarkson station,0.012590411411520012,5
6,kathleen wynne,0.010024372188120243,20,3-2018,regional plan,0.012345679012345682,6,phil verster,0.010808554478737471,21,via rail,0.010322261558647699,4
7,regional plan,0.009036270438290845,19,3-2018,us know,0.010288065843621401,5,smarttrack stations,0.010693215138489053,14,trains able,0.008714721253217648,5
8,presto card,0.008937182640866521,19,3-2018,union station,0.010288065843621401,5,last year,0.010643435773900745,19,trains able pass,0.0073826695303467,4
9,new stations,0.0082217062428681,17,3-2018,relief line,0.0097410468238954,5,gtatop eluta,0.01049577173177702,15,able pass,0.0073826695303467,4
10,gtatop eluta,0.007774345290840759,17,3-2018,construction safety,0.00970633136768628,5,davenport diamond,0.010284810126582281,13,says one,0.006521677869714535,4
11,agency government,0.007730266986898077,18,3-2018,open house,0.009452844511726264,6,agency government,0.009961332265002563,16,says one person,0.006521677869714535,4
12,last year,0.007721328404210407,22,3-2018,finch west,0.009082743955500197,5,regional plan,0.009272458899684591,13,two hours,0.006521677869714535,4
13,port credit,0.007268951194184837,16,3-2018,community benefits,0.008892724081639578,6,ceo phil,0.0079162117638344,17,one person,0.006521677869714535,4
14,via torontostar,0.007258813325698585,18,3-2018,fare integration,0.008647008784443397,5,ceo phil verster,0.007202609178863698,16,lakeshore west,0.00597398267606012,3
15,leslie woo,0.007094786860894564,16,3-2018,build finance,0.008620022478624666,7,personal info,0.006576800744243936,14,person dead,0.005063104367392253,3
16,ceo phil,0.006457636462017504,21,3-2018,community office,0.00823045267489712,4,users personal,0.006250390187672872,13,one person dead,0.005063104367392253,3
17,ceo phil verster,0.005988904732147235,20,3-2018,hurontario lrt,0.007877422067378993,5,green employers,0.005215879306743429,13,rail clarkson,0.004867189678229932,3
